/l/users/speech_lab/QASR_TTS
Khadija_wav/wavs/1D195228-25FD-4006-8702-AA2059345B26_59.wav	49554	spk_emb/qasr_KhadijaBenguenna_embedding.npy
Khadija_wav/wavs/6FACD14E-5D8F-487F-9582-17F093376BE8_28.wav	70753	spk_emb/qasr_KhadijaBenguenna_embedding.npy
Khadija_wav/wavs/A73BAF36-62CA-4EDC-8FAC-6005C4F7DEFA_120.wav	80242	spk_emb/qasr_KhadijaBenguenna_embedding.npy
Khadija_wav/wavs/432F62C3-D353-463B-8138-98733286F1D4_39.wav	29537	spk_emb/qasr_KhadijaBenguenna_embedding.npy
Khadija_wav/wavs/024663F1-98E0-4899-9644-0717B478121C_51.wav	64000	spk_emb/qasr_KhadijaBenguenna_embedding.npy
Khadija_wav/wavs/293EC5AB-2CD6-4266-ACA2-DE92CFC7B8DB_47.wav	49041	spk_emb/qasr_KhadijaBenguenna_embedding.npy
Khadija_wav/wavs/024663F1-98E0-4899-9644-0717B478121C_80.wav	51346	spk_emb/qasr_KhadijaBenguenna_embedding.npy
Khadija_wav/wavs/432F62C3-D353-463B-8138-98733286F1D4_45.wav	49329	spk_emb/qasr_KhadijaBenguenna_embedding.npy
Khadija_wav/wavs/4B47D1FA-1974-444E-93B6-4B04ABC7FD4E_28.wav	113474	spk_emb/qasr_KhadijaBenguenna_embedding.npy
Khadija_wav/wavs/0075C302-1AE5-4D64-894B-2337192ADC90_33.wav	74194	spk_emb/qasr_KhadijaBenguenna_embedding.npy
Khadija_wav/wavs/7BD0DB2B-EB9F-4741-A8B7-460ACB3D2024_46.wav	77553	spk_emb/qasr_KhadijaBenguenna_embedding.npy
Khadija_wav/wavs/93CAF138-1A79-49B3-B6EA-7D869DE0FD46_25.wav	71026	spk_emb/qasr_KhadijaBenguenna_embedding.npy
Khadija_wav/wavs/7BD0DB2B-EB9F-4741-A8B7-460ACB3D2024_7.wav	89105	spk_emb/qasr_KhadijaBenguenna_embedding.npy
Khadija_wav/wavs/2A9CB2F6-4993-483A-9F34-387AF315C1E0_117.wav	28993	spk_emb/qasr_KhadijaBenguenna_embedding.npy
Khadija_wav/wavs/A73BAF36-62CA-4EDC-8FAC-6005C4F7DEFA_105.wav	56498	spk_emb/qasr_KhadijaBenguenna_embedding.npy
Khadija_wav/wavs/7F15B380-C541-402D-992A-8ADAC9CB0369_6.wav	90610	spk_emb/qasr_KhadijaBenguenna_embedding.npy
Khadija_wav/wavs/293EC5AB-2CD6-4266-ACA2-DE92CFC7B8DB_55.wav	49042	spk_emb/qasr_KhadijaBenguenna_embedding.npy
Khadija_wav/wavs/9D9EE2D8-92EE-442A-845F-D12DAC2E864A_9.wav	62161	spk_emb/qasr_KhadijaBenguenna_embedding.npy
Khadija_wav/wavs/7748076E-04A1-46AF-AA44-E6BEE8C8E48F_90.wav	48977	spk_emb/qasr_KhadijaBenguenna_embedding.npy
Khadija_wav/wavs/A080A7DC-D049-4EBA-ADD4-E2018AB1A49E_71.wav	64017	spk_emb/qasr_KhadijaBenguenna_embedding.npy
Khadija_wav/wavs/4DDB250B-4AF0-454E-9AAF-CD34EDC2BC02_42.wav	19393	spk_emb/qasr_KhadijaBenguenna_embedding.npy
Khadija_wav/wavs/3AEAADAA-32FC-42A7-939D-3A795A7256D4_5.wav	82274	spk_emb/qasr_KhadijaBenguenna_embedding.npy
Khadija_wav/wavs/A73BAF36-62CA-4EDC-8FAC-6005C4F7DEFA_116.wav	67969	spk_emb/qasr_KhadijaBenguenna_embedding.npy
Khadija_wav/wavs/5C512A0C-4129-4C72-B737-0761A2EF11A2_47.wav	50146	spk_emb/qasr_KhadijaBenguenna_embedding.npy
Khadija_wav/wavs/2C1BC097-9176-40F7-B907-C97B4A1FDC36_53.wav	78386	spk_emb/qasr_KhadijaBenguenna_embedding.npy
Khadija_wav/wavs/4317AC84-724C-4F0C-BB7D-BAC7FE5F1CC5_53.wav	77090	spk_emb/qasr_KhadijaBenguenna_embedding.npy
Khadija_wav/wavs/0BD191A3-E592-4432-85D4-226859317953_56.wav	38145	spk_emb/qasr_KhadijaBenguenna_embedding.npy
Khadija_wav/wavs/21BD3369-B02E-454D-9BF8-0170805D47F1_6.wav	70930	spk_emb/qasr_KhadijaBenguenna_embedding.npy
Khadija_wav/wavs/0BD191A3-E592-4432-85D4-226859317953_36.wav	97666	spk_emb/qasr_KhadijaBenguenna_embedding.npy
Khadija_wav/wavs/A8A9889D-9CEE-4E77-AC43-C0C23534A0D1_59.wav	60722	spk_emb/qasr_KhadijaBenguenna_embedding.npy
Khadija_wav/wavs/2C1BC097-9176-40F7-B907-C97B4A1FDC36_7.wav	86274	spk_emb/qasr_KhadijaBenguenna_embedding.npy
Khadija_wav/wavs/5C512A0C-4129-4C72-B737-0761A2EF11A2_53.wav	54674	spk_emb/qasr_KhadijaBenguenna_embedding.npy
Khadija_wav/wavs/53225AE1-9B67-449F-82FB-D8C23AC52B24_6.wav	104465	spk_emb/qasr_KhadijaBenguenna_embedding.npy
Khadija_wav/wavs/A73BAF36-62CA-4EDC-8FAC-6005C4F7DEFA_94.wav	32017	spk_emb/qasr_KhadijaBenguenna_embedding.npy
Khadija_wav/wavs/4645E01A-FE5A-4AF5-A152-860281F00FDD_24.wav	102594	spk_emb/qasr_KhadijaBenguenna_embedding.npy
Khadija_wav/wavs/4506E67D-F96A-432F-ACEF-759BC2E0F764_43.wav	61120	spk_emb/qasr_KhadijaBenguenna_embedding.npy
Khadija_wav/wavs/2507B411-85E0-4064-8833-15B5818A556D_44.wav	44337	spk_emb/qasr_KhadijaBenguenna_embedding.npy
Khadija_wav/wavs/93CAF138-1A79-49B3-B6EA-7D869DE0FD46_66.wav	50705	spk_emb/qasr_KhadijaBenguenna_embedding.npy
Khadija_wav/wavs/7BD0DB2B-EB9F-4741-A8B7-460ACB3D2024_37.wav	108497	spk_emb/qasr_KhadijaBenguenna_embedding.npy
Khadija_wav/wavs/1D195228-25FD-4006-8702-AA2059345B26_67.wav	109218	spk_emb/qasr_KhadijaBenguenna_embedding.npy
Khadija_wav/wavs/8EFCF538-AE59-4E19-8B2A-3875C164941E_17.wav	83586	spk_emb/qasr_KhadijaBenguenna_embedding.npy
Khadija_wav/wavs/1B83431F-30EA-46C8-AFA3-2E8B5202F781_23.wav	94737	spk_emb/qasr_KhadijaBenguenna_embedding.npy
Khadija_wav/wavs/4317AC84-724C-4F0C-BB7D-BAC7FE5F1CC5_36.wav	42401	spk_emb/qasr_KhadijaBenguenna_embedding.npy
Khadija_wav/wavs/53433CF1-046C-4DEC-97C6-F860FA148E9D_29.wav	54417	spk_emb/qasr_KhadijaBenguenna_embedding.npy
Khadija_wav/wavs/741A9B97-C760-4E66-866B-67AF64A53ECF_7.wav	74289	spk_emb/qasr_KhadijaBenguenna_embedding.npy
Khadija_wav/wavs/0BD191A3-E592-4432-85D4-226859317953_15.wav	107778	spk_emb/qasr_KhadijaBenguenna_embedding.npy
Khadija_wav/wavs/7674F379-86DB-4533-8AC3-0B9CB4B96221_30.wav	91154	spk_emb/qasr_KhadijaBenguenna_embedding.npy
Khadija_wav/wavs/A8A9889D-9CEE-4E77-AC43-C0C23534A0D1_34.wav	17825	spk_emb/qasr_KhadijaBenguenna_embedding.npy
Khadija_wav/wavs/50551AAC-CCF3-4FF9-9741-31182150FC6F_45.wav	45746	spk_emb/qasr_KhadijaBenguenna_embedding.npy
Khadija_wav/wavs/93CAF138-1A79-49B3-B6EA-7D869DE0FD46_0.wav	85553	spk_emb/qasr_KhadijaBenguenna_embedding.npy
Khadija_wav/wavs/5893A4E7-F9B6-4E61-BDAC-80AEE4238971_10.wav	113154	spk_emb/qasr_KhadijaBenguenna_embedding.npy
